From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (GO)
F2QSU4	F2QSU4	unreviewed	F2QSU4_KOMPC	Aldehyde dehydrogenase	ALD4 PP7435_Chr2-0787	GO:0016620			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]
A0A1G4KQV0	A0A1G4KQV0	unreviewed	A0A1G4KQV0_KOMPC	Putative kinase	PP7435_Chr4-0523	GO:0004672; GO:0005524; GO:0006468		protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein phosphorylation [GO:0006468]
Q0K5D4	Q0K5D4	unreviewed	Q0K5D4_CUPNH	Outer membrane efflux protein	H16_A3731	GO:0005886; GO:0015562; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		efflux transmembrane transporter activity [GO:0015562]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]
A0A1G4KPW6	A0A1G4KPW6	unreviewed	A0A1G4KPW6_KOMPC	Proteasome assembly chaperone 2	ADD66 PP7435_Chr2-0737	GO:0000502	proteasome complex [GO:0000502]			proteasome complex [GO:0000502]
Q0KCS6	Q0KCS6	unreviewed	Q0KCS6_CUPNH	NADH dehydrogenase chain E, EC 1.6.5.3	nuoE H16_A1054	GO:0016491; GO:0046872; GO:0051537			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
F2QXL1	F2QXL1	unreviewed	F2QXL1_KOMPC	HECT-type E3 ubiquitin transferase, EC 2.3.2.26	TOM1 PP7435_Chr3-1197	GO:0004842			ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
F2QYJ1	F2QYJ1	unreviewed	F2QYJ1_KOMPC	Mitochondrial transporter	PP7435_Chr4-0296	GO:0005743; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]	transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; transmembrane transport [GO:0055085]
F2QUL6	F2QUL6	unreviewed	F2QUL6_KOMPC	Peroxin-1	PEX1 PP7435_Chr3-0122	GO:0005524; GO:0005778; GO:0006625; GO:0016887	peroxisomal membrane [GO:0005778]	protein targeting to peroxisome [GO:0006625]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	peroxisomal membrane [GO:0005778]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein targeting to peroxisome [GO:0006625]
F2QT71	F2QT71	unreviewed	F2QT71_KOMPC	60S ribosomal export protein NMD3	NMD3 PP7435_Chr2-0917	GO:0005634; GO:0005737; GO:0015031; GO:0043023	cytoplasm [GO:0005737]; nucleus [GO:0005634]	protein transport [GO:0015031]	ribosomal large subunit binding [GO:0043023]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribosomal large subunit binding [GO:0043023]; protein transport [GO:0015031]
Q0K8S5	Q0K8S5	unreviewed	Q0K8S5_CUPNH	Glycerol-3-phosphate dehydrogenase, EC 1.1.99.5	H16_A2508	GO:0004368; GO:0006072; GO:0009331	glycerol-3-phosphate dehydrogenase complex [GO:0009331]	glycerol-3-phosphate metabolic process [GO:0006072]	glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]	glycerol-3-phosphate dehydrogenase complex [GO:0009331]; glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]; glycerol-3-phosphate metabolic process [GO:0006072]
F2QN61	F2QN61	unreviewed	F2QN61_KOMPC	Protein involved in iron metabolism in mitochondria	NFU1-1 PP7435_Chr1-0881	GO:0005506; GO:0016226; GO:0051536		iron-sulfur cluster assembly [GO:0016226]	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]
Q0KA88	Q0KA88	unreviewed	Q0KA88_CUPNH	Hypothetical membrane protein	H16_A1982	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
F2QUT9	F2QUT9	unreviewed	F2QUT9_KOMPC	ADP-ribosylation factor GTPase-activating protein	GCS1 PP7435_Chr3-0195	GO:0005096			GTPase activator activity [GO:0005096]	GTPase activator activity [GO:0005096]
F2QM28	F2QM28	unreviewed	F2QM28_KOMPC	Protein implicated in polar growth	BOI2 PP7435_Chr1-0150					
Q0K235	Q0K235	unreviewed	Q0K235_CUPNH	Acyl-CoA synthetase, EC 6.2.1.-	H16_B1148	GO:0016874			ligase activity [GO:0016874]	ligase activity [GO:0016874]
Q0K9X8	Q0K9X8	unreviewed	Q0K9X8_CUPNH	Uncharacterized protein	H16_A2094					
F2QZ79	F2QZ79	unreviewed	F2QZ79_KOMPC	Heat shock protein with a zinc finger motif	ZIM17 PP7435_Chr4-0543	GO:0008270			zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
F2QYJ0	F2QYJ0	unreviewed	F2QYJ0_KOMPC	Uncharacterized protein	PP7435_Chr4-0295	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0JYK1	Q0JYK1	unreviewed	Q0JYK1_CUPNH	AAA domain-containing protein	H16_B2391	GO:0005524; GO:0016887			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q0KCB6	Q0KCB6	unreviewed	Q0KCB6_CUPNH	Inositol-1-monophosphatase, EC 3.1.3.25	suhB H16_A1214	GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833		inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]	inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]	inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; metal ion binding [GO:0046872]; inositol phosphate dephosphorylation [GO:0046855]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]
F2R051	F2R051	unreviewed	F2R051_KOMPC	Carbamoyl-phosphate synthase (glutamine-hydrolyzing), EC 6.3.5.5	CPA1 PP7435_Chr4-0877	GO:0004088; GO:0006207; GO:0006541		'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; glutamine metabolic process [GO:0006541]	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; glutamine metabolic process [GO:0006541]
Q0K0W6	Q0K0W6	unreviewed	Q0K0W6_CUPNH	Excinuclease ABC, ATPase subunit (A2), EC 3.6.1.-	uvrA2 H16_B1571	GO:0003677; GO:0004518; GO:0005524; GO:0005737; GO:0005886; GO:0006289; GO:0009380; GO:0009432; GO:0016887; GO:0046872	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; plasma membrane [GO:0005886]	nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]
Q0KBL9	Q0KBL9	unreviewed	Q0KBL9_CUPNH	Cation/multidrug efflux system, mebrane-fusion component	acrA3 H16_A1467	GO:0016020; GO:0022857	membrane [GO:0016020]		transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
Q0K6R0	Q0K6R0	unreviewed	Q0K6R0_CUPNH	N-Acetylmuramoyl-L-alanine amidase, EC 3.5.1.28	H16_A3236	GO:0008745; GO:0009253		peptidoglycan catabolic process [GO:0009253]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]
F2QN54	F2QN54	unreviewed	F2QN54_KOMPC	Vacuolar protein 8	VAC8 PP7435_Chr1-0873	GO:0005774; GO:0043495; GO:0071562	vacuolar membrane [GO:0005774]	nucleus-vacuole junction assembly [GO:0071562]	protein-membrane adaptor activity [GO:0043495]	vacuolar membrane [GO:0005774]; protein-membrane adaptor activity [GO:0043495]; nucleus-vacuole junction assembly [GO:0071562]
A0A1G4KQQ1	A0A1G4KQQ1	unreviewed	A0A1G4KQQ1_KOMPC	Uncharacterized protein	PP7435_Chr4-0131	GO:0003676			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
Q0KBC4	Q0KBC4	unreviewed	Q0KBC4_CUPNH	Uncharacterized conserved protein	H16_A1565					
Q0JYF9	Q0JYF9	unreviewed	Q0JYF9_CUPNH	Uncharacterized protein	H16_B2433					
F2QR64	F2QR64	unreviewed	F2QR64_KOMPC	Peroxisomal targeting signal receptor (Peroxin-5)	PEX5 PP7435_Chr2-0195	GO:0005778; GO:0015031	peroxisomal membrane [GO:0005778]	protein transport [GO:0015031]		peroxisomal membrane [GO:0005778]; protein transport [GO:0015031]
F2QLQ2	F2QLQ2	unreviewed	F2QLQ2_KOMPC	Phospholipid-transporting ATPase, EC 7.6.2.1	NEO1 PP7435_Chr1-1014	GO:0000287; GO:0005524; GO:0016021; GO:0016887; GO:0045332; GO:0140326	integral component of membrane [GO:0016021]	phospholipid translocation [GO:0045332]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phospholipid translocation [GO:0045332]
Q0JZA1	Q0JZA1	unreviewed	Q0JZA1_CUPNH	ABC-type transporter, permease component	H16_B2141	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F2QRC8	F2QRC8	unreviewed	F2QRC8_KOMPC	Protein HIR	HIR2 PP7435_Chr2-0260	GO:0005634; GO:0006325; GO:0006351; GO:0006355	nucleus [GO:0005634]	chromatin organization [GO:0006325]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]		nucleus [GO:0005634]; chromatin organization [GO:0006325]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
F2QPZ9	F2QPZ9	unreviewed	F2QPZ9_KOMPC	Replication factor C (RF-C) subunit	RFC5 PP7435_Chr1-1359	GO:0003677; GO:0006271		DNA strand elongation involved in DNA replication [GO:0006271]	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA strand elongation involved in DNA replication [GO:0006271]
F2QTD6	F2QTD6	unreviewed	F2QTD6_KOMPC	Zn(2)-C6 fungal-type domain-containing protein	PP7435_Chr2-0983	GO:0000981; GO:0008270			DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
Q0JYQ8	Q0JYQ8	unreviewed	Q0JYQ8_CUPNH	Response regulator, NarL-family	narL2 H16_B2334	GO:0000160; GO:0003677; GO:0006355		phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
F2QWJ7	F2QWJ7	unreviewed	F2QWJ7_KOMPC	Sister chromatid cohesion protein	SCC2 PP7435_Chr3-0822	GO:0003682; GO:0005634; GO:0010468; GO:0061780	nucleus [GO:0005634]	mitotic cohesin loading [GO:0061780]; regulation of gene expression [GO:0010468]	chromatin binding [GO:0003682]	nucleus [GO:0005634]; chromatin binding [GO:0003682]; mitotic cohesin loading [GO:0061780]; regulation of gene expression [GO:0010468]
Q0K8P5	Q0K8P5	unreviewed	Q0K8P5_CUPNH	Conserved hypothetical membrane spanning protein	H16_A2540	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F2QLB5	F2QLB5	unreviewed	F2QLB5_KOMPC	Inorganic diphosphatase, EC 3.6.1.1 (Pyrophosphate phospho-hydrolase)	IPP1 PP7435_Chr1-0022	GO:0000287; GO:0004427; GO:0005737; GO:0006796	cytoplasm [GO:0005737]	phosphate-containing compound metabolic process [GO:0006796]	inorganic diphosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]; inorganic diphosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphate-containing compound metabolic process [GO:0006796]
F2QW79	F2QW79	unreviewed	F2QW79_KOMPC	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase, DHQS, EC 4.2.3.4; 3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS); Shikimate kinase, SK, EC 2.7.1.71; 3-dehydroquinate dehydratase, 3-dehydroquinase, EC 4.2.1.10; Shikimate dehydrogenase, EC 1.1.1.25 ]	ARO1 PP7435_Chr3-0701	GO:0003855; GO:0003856; GO:0003866; GO:0004764; GO:0004765; GO:0005524; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0016310; GO:0046872	cytoplasm [GO:0005737]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; phosphorylation [GO:0016310]	3-dehydroquinate dehydratase activity [GO:0003855]; 3-dehydroquinate synthase activity [GO:0003856]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; shikimate kinase activity [GO:0004765]	cytoplasm [GO:0005737]; 3-dehydroquinate dehydratase activity [GO:0003855]; 3-dehydroquinate synthase activity [GO:0003856]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; shikimate kinase activity [GO:0004765]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]; phosphorylation [GO:0016310]
F2QUF6	F2QUF6	unreviewed	F2QUF6_KOMPC	tRNA (guanine-N(7)-)-methyltransferase, EC 2.1.1.33 (Transfer RNA methyltransferase 8) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	TRM8 PP7435_Chr3-0060	GO:0000049; GO:0005634; GO:0008176	nucleus [GO:0005634]		tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]; tRNA binding [GO:0000049]	nucleus [GO:0005634]; tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]; tRNA binding [GO:0000049]
Q0KF46	Q0KF46	unreviewed	Q0KF46_CUPNH	Exodeoxyribonuclease III, EC 3.1.11.2	H16_A0223	GO:0003677; GO:0004519; GO:0006281; GO:0008853		DNA repair [GO:0006281]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; exodeoxyribonuclease III activity [GO:0008853]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; exodeoxyribonuclease III activity [GO:0008853]; DNA repair [GO:0006281]
F2QYX9	F2QYX9	unreviewed	F2QYX9_KOMPC	RIC1 domain-containing protein	PP7435_Chr4-0440	GO:0006886; GO:0016020; GO:0034066	membrane [GO:0016020]; Ric1-Rgp1 guanyl-nucleotide exchange factor complex [GO:0034066]	intracellular protein transport [GO:0006886]		membrane [GO:0016020]; Ric1-Rgp1 guanyl-nucleotide exchange factor complex [GO:0034066]; intracellular protein transport [GO:0006886]
F2QSS9	F2QSS9	unreviewed	F2QSS9_KOMPC	Non-specific serine/threonine protein kinase, EC 2.7.11.1	SNF1 PP7435_Chr2-0772	GO:0004674; GO:0005524; GO:0006468; GO:0106310		protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]
Q0KC10	Q0KC10	unreviewed	Q0KC10_CUPNH	Uncharacterized protein	H16_A1321	GO:0035438			cyclic-di-GMP binding [GO:0035438]	cyclic-di-GMP binding [GO:0035438]
F2QNG8	F2QNG8	unreviewed	F2QNG8_KOMPC	VPS9 domain-containing protein	PP7435_Chr1-0240					
F2QV79	F2QV79	unreviewed	F2QV79_KOMPC	5'-3' exoribonuclease, EC 3.1.13.-	RAT1 PP7435_Chr3-0338	GO:0003676; GO:0004534; GO:0005634; GO:0006353; GO:0006364; GO:0006397	nucleus [GO:0005634]	DNA-templated transcription, termination [GO:0006353]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]	5'-3' exoribonuclease activity [GO:0004534]; nucleic acid binding [GO:0003676]	nucleus [GO:0005634]; 5'-3' exoribonuclease activity [GO:0004534]; nucleic acid binding [GO:0003676]; DNA-templated transcription, termination [GO:0006353]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]
F2QU09	F2QU09	unreviewed	F2QU09_KOMPC	Polyadenylate-binding protein, PABP	PAB1 PP7435_Chr2-1212	GO:0003723; GO:0005737; GO:0006397; GO:0006417; GO:0051028	cytoplasm [GO:0005737]	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of translation [GO:0006417]	RNA binding [GO:0003723]	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of translation [GO:0006417]
Q0JYJ7	Q0JYJ7	unreviewed	Q0JYJ7_CUPNH	Hypothetical membrane associated protein	H16_B2395					
Q0K1X7	Q0K1X7	unreviewed	Q0K1X7_CUPNH	Gluconate Transporter	gntT H16_B1207	GO:0015128; GO:0016021	integral component of membrane [GO:0016021]		gluconate transmembrane transporter activity [GO:0015128]	integral component of membrane [GO:0016021]; gluconate transmembrane transporter activity [GO:0015128]
Q0KBB0	Q0KBB0	unreviewed	Q0KBB0_CUPNH	Hypothetical membrane spanning protein	H16_A1579	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0K5I3	Q0K5I3	unreviewed	Q0K5I3_CUPNH	Sensor protein QseC, EC 2.7.13.3	phhS H16_A3681	GO:0000155; GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		phosphorelay sensor kinase activity [GO:0000155]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]
F2QW11	F2QW11	unreviewed	F2QW11_KOMPC	RNA polymerase III subunit C53	RPC53 PP7435_Chr3-0632	GO:0003677; GO:0005666; GO:0006383	RNA polymerase III complex [GO:0005666]	transcription by RNA polymerase III [GO:0006383]	DNA binding [GO:0003677]	RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; transcription by RNA polymerase III [GO:0006383]
F2QYZ8	F2QYZ8	unreviewed	F2QYZ8_KOMPC	Transcription initiation factor IIF subunit alpha	TFG1 PP7435_Chr4-0460	GO:0003677; GO:0003743; GO:0005634; GO:0006367; GO:0032968	nucleus [GO:0005634]	positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; transcription initiation from RNA polymerase II promoter [GO:0006367]	DNA binding [GO:0003677]; translation initiation factor activity [GO:0003743]	nucleus [GO:0005634]; DNA binding [GO:0003677]; translation initiation factor activity [GO:0003743]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; transcription initiation from RNA polymerase II promoter [GO:0006367]
Q0K1Y0	Q0K1Y0	unreviewed	Q0K1Y0_CUPNH	Uncharacterized protein	H16_B1204					
Q0KFQ8	Q0KFQ8	unreviewed	Q0KFQ8_CUPNH	Uncharacterized protein	H16_A0011					
F2QWG3	F2QWG3	unreviewed	F2QWG3_KOMPC	Sphingolipid C4-hydroxylase	SUR2 PP7435_Chr3-0788	GO:0005506; GO:0008610; GO:0016491; GO:0044255		cellular lipid metabolic process [GO:0044255]; lipid biosynthetic process [GO:0008610]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; cellular lipid metabolic process [GO:0044255]; lipid biosynthetic process [GO:0008610]
